OID,Number,Abbrev,Private,Type,Bldg,BldgAbbr,BldgName,YearBuilt,NumFloors,Address,City,Zip,MapDisplay,Shape_Length,Shape_Area
, ,,No,UNIVERSITY,,,,,,,,, |  | ,8.404342699060763,4.414558996074259
,1351,,No,UNIVERSITY,1351,,ESTI Bathroom (Marine Area),2000,01,,College Station,77843,ESTI Bathroom (Marine Area) |  | 1351,28.179022278528279,46.127363073991795
, ,,No,UNIVERSITY,,,,,,,,, |  | ,7.222782035144480,3.234839995134473
,1307,,No,UNIVERSITY,1307,,Nuclear Science Center Laboratory,1996,02,2524 Nuclear Science Rd,College Station,77843,Nuclear Science Center Laboratory |  | 1307,107.434938660551140,323.127497936054738
,1095,,No,UNIVERSITY,1095,,Nuclear Science Cntr,1961,05,2522 Nuclear Science Rd,College Station,77843,Nuclear Science Cntr |  | 1095,265.756259431848036,1061.355339539062925
, ,,No,UNIVERSITY,,,,,,,,, |  | ,16.719919841295862,17.472122880949378
,0338,,No,UNIVERSITY,0338,,ESTI Bobtail/Transport Fires,,,,College Station,77843,ESTI Bobtail/Transport Fires |  | 0338,26.966473731843070,45.035355997993292
,1142,,No,UNIVERSITY,1142,,ESTI Marine Classroom/First Aid,1978,02,1595 Nuclear Science Rd,College Station,77843,ESTI Marine Classroom/First Aid |  | 1142,125.298430795124617,692.119184482579612
,1325,,No,UNIVERSITY,1325,,ESTI Pump Seal Fires,,,,College Station,77843,ESTI Pump Seal Fires |  | 1325,24.665569293481489,38.023444988850805
,1327,,No,UNIVERSITY,1327,,ESTI Hose Evolutions,,,1801 Essentials St,College Station,77843,ESTI Hose Evolutions |  | 1327,42.573629260174236,111.154630028708723
,1326,,No,UNIVERSITY,1326,,ESTI LPG Fires,,,,College Station,77843,ESTI LPG Fires |  | 1326,24.095867618548525,36.288132011826363
, ,,No,UNIVERSITY,,,,,,,,, |  | ,10.306231977679706,6.637348994053363
,1329,,No,UNIVERSITY,1329,,ESTI Salvage & Overhaul,,,1825 Essentials St,College Station,77843,ESTI Salvage & Overhaul |  | 1329,42.399445469870912,110.006403990886270
,0308,,No,UNIVERSITY,0308,,ESTI Breathing Apparatus Maze,1976,01,1595 Nuclear Science Rd,College Station,77843,ESTI Breathing Apparatus Maze |  | 0308,69.079356202152553,233.126260526398994
,1098,,No,UNIVERSITY,1098,,N.S.C. Hyperbaric Lab,1963,01,2530 Nuclear Science Rd,College Station,77843,N.S.C. Hyperbaric Lab |  | 1098,108.092416338228674,421.338973976302327
,1183,,No,UNIVERSITY,1183,,Range Science Field Lab,1994,01,2540 Nuclear Science Rd,College Station,77843,Range Science Field Lab |  | 1183,135.342904086461289,853.253465041640993
,1338,,No,UNIVERSITY,1338,,ESTI Marine Ship Superstructure Fires,,,,College Station,77843,ESTI Marine Ship Superstructure Fires |  | 1338,32.786123719826840,65.994207985357008
,0712,,No,UNIVERSITY,0712,,RADIATION BIOLOGY,1959,01,,College Station,77843,RADIATION BIOLOGY |  | 0712,29.450745508785168,45.146784512077524
,0314,,No,UNIVERSITY,0314,,ESTI Breathing Apparatus Storage,1976,01,1595 Nuclear Science Rd,College Station,77843,ESTI Breathing Apparatus Storage |  | 0314,43.795991751724181,100.060374031303297
,0307,,No,UNIVERSITY,0307,,ESTI Drill Tower,1976,05,1595 Nuclear Science Rd,College Station,77843,ESTI Drill Tower |  | 0307,44.935839308390435,93.272181542572511
,0322,,No,UNIVERSITY,0322,,ESTI Marine Vessle Project,,,,College Station,77843,ESTI Marine Vessle Project |  | 0322,68.452961474637178,181.415565528950196
,1335,,No,UNIVERSITY,1335,,ESTI Marine Engine Room Fires,,,,College Station,77843,ESTI Marine Engine Room Fires |  | 1335,32.561097034247140,65.280854984997291
, ,,No,UNIVERSITY,,,,,,,,, |  | ,31.625324877246879,52.545141204750024
,1370,,No,UNIVERSITY,1370,,Emergency Operations Training Center,2000,02,,College Station,77843,Emergency Operations Training Center |  | 1370,231.514059294101344,2528.449577782646884
,7910,,No,UNIVERSITY,7910,,ESTI Haz Mat Storage,1998,01,,College Station,77843,ESTI Haz Mat Storage |  | 7910,19.396268868989551,23.513452874103969
, ,,No,UNIVERSITY,,,,,,,,, |  | ,45.780775929973345,116.338654026289547
,0354,,No,UNIVERSITY,0354,,ESTI Hazardous Material Classroom,1987,01,1955 Emergency Response Dr,College Station,77843,ESTI Hazardous Material Classroom |  | 0354,105.392307597028761,511.078859046978096
,7904,,No,UNIVERSITY,7904,,ESTI Haz Mat Classroom,1993,01,1945 Emergency Response Dr,College Station,77843,ESTI Haz Mat Classroom |  | 7904,48.678295535053287,142.472642014117014
, ,,No,UNIVERSITY,,,,,,,,, |  | ,22.314868688528669,31.121924988171831
,7907,,No,UNIVERSITY,7907,,ESTI Haz Mat Technician Shop,1993,01,1251 Stirling Dr,College Station,77843,ESTI Haz Mat Technician Shop |  | 7907,38.918422566005518,88.167028124534667
, ,,No,UNIVERSITY,,,,,,,,, |  | ,27.566324953620942,27.038403606798905
,7905,,No,UNIVERSITY,7905,,ESTI Haz Mat Warehouse,1998,01,,College Station,77843,ESTI Haz Mat Warehouse |  | 7905,23.458409627024238,32.747230017971695
,0145,,No,UNIVERSITY,0145,,ESTI Technical Equipment Storage,1992,01,1595 Nuclear Science Rd,College Station,77843,ESTI Technical Equipment Storage |  | 0145,42.540709032537293,110.596719426036458
,1286,,No,UNIVERSITY,1286,,ESTI Warehouse Shelter,,,,College Station,77843,ESTI Warehouse Shelter |  | 1286,30.772159169650607,56.848683974445223
,1350,,No,UNIVERSITY,1350,,ESTI Bathroom (Hazardous Materials Area),2000,01,,College Station,77843,ESTI Bathroom (Hazardous Materials Area) |  | 1350,33.734325445043893,59.486756859801943
,1330,,No,UNIVERSITY,1330,,ESTI Interior Shoring Shelter,,,,College Station,77843,ESTI Interior Shoring Shelter |  | 1330,24.290406704777581,36.864534005921321
,1332,,No,UNIVERSITY,1332,,ESTI Exterior Shoring Shelter,,,,College Station,77843,ESTI Exterior Shoring Shelter |  | 1332,24.446573607097754,37.351859986535608
,1334,,No,UNIVERSITY,1334,,ESTI Crane Operations Shelter,,,,College Station,77843,ESTI Crane Operations Shelter |  | 1334,24.096850692444260,36.274992006218611
,1384,,No,UNIVERSITY,1384,,ESTI Interior Shoring Project,,,,College Station,77843,ESTI Interior Shoring Project |  | 1384,47.934299243791081,127.867603518220790
,1331,,No,UNIVERSITY,1331,,ESTI Breaching/Breaking Tunnel System,,,,College Station,77843,ESTI Breaching/Breaking Tunnel System |  | 1331,24.197845927958742,36.595968010221021
,4050,WWTP,No,UNIVERSITY,4050,WWTP,Wastewater Treatment Plant,1994,01,9685 Whites Creek Rd,College Station,77843,Wastewater Treatment Plant | WWTP | 4050,77.884019718069595,293.330305537835443
,1089,UEOA,No,UNIVERSITY,1089,UEOA,Utilities & Energy Services Energy Office,1971,01,1092 Harvey Mitchell Pw S,College Station,77843,Utilities & Energy Services Energy Office | UEOA | 1089,84.610133158565546,250.090280924960467
,1260,,No,UNIVERSITY,1260,,Airport Hangar,2005,01,1850 George Bush Dr W,College Station,77843,Airport Hangar |  | 1260,118.607212048283046,693.273389030883436
,1217,,No,UNIVERSITY,1217,,PS Gamebird Rearing & Flt Pen,1986,01,1202 Harvey Mitchell Pw S Ste 1217,College Station,77843,PS Gamebird Rearing & Flt Pen |  | 1217,72.585687594153640,300.050606989976814
,1215,,No,UNIVERSITY,1215,,PS Environmental Biotechnology,1986,01,1202 Harvey Mitchell Pw S Ste 1215,College Station,77843,PS Environmental Biotechnology |  | 1215,80.317522275436147,371.143891563352099
,1216,,No,UNIVERSITY,1216,,PS Gamebird Repro & Management,1986,01,1202 Harvey Mitchell Pw S Ste 1216,College Station,77843,PS Gamebird Repro & Management |  | 1216,98.488365105909622,433.730195454105171
,1201,FARM,No,UNIVERSITY,1201,FARM,Poultry Science Headquarters,1986,01,1202 Harvey Mitchell Pw S,College Station,77843,Poultry Science Headquarters | FARM | 1201,154.504603378450156,1046.033137458806095
,1214,,No,UNIVERSITY,1214,,Poultry Science Caged Layer #2,1986,01,1202 Harvey Mitchell Pw S Ste 1214,College Station,77843,Poultry Science Caged Layer #2 |  | 1214,121.279383589025400,536.943287477543208
,1202,POSC,No,UNIVERSITY,1202,POSC,Poultry Sci Handling & Judging,1986,01,1202 Harvey Mitchell Pw S Ste 1202,College Station,77843,Poultry Sci Handling & Judging | POSC | 1202,61.005424189138608,230.775614953300220
,1213,,No,UNIVERSITY,1213,,Poultry Science Caged Layer #1,1986,01,1202 Harvey Mitchell Pw S Ste 1213,College Station,77843,Poultry Science Caged Layer #1 |  | 1213,121.971798244070527,543.003477536893456
,1207,,No,UNIVERSITY,1207,,Poultry Sci Repro & Embryology,1986,01,1202 Harvey Mitchell Pw S Ste 1207,College Station,77843,Poultry Sci Repro & Embryology |  | 1207,116.282149338768534,518.130527359554435
,0302,,No,UNIVERSITY,0302,,ESTI Pump Operations Building,1976,01,1595 Nuclear Science Rd,College Station,77843,ESTI Pump Operations Building |  | 0302,52.798168807750301,171.045514669652135
,0301,,No,UNIVERSITY,0301,,ESTI Pump Operations Building,1976,01,1595 Nuclear Science Rd,College Station,77843,ESTI Pump Operations Building |  | 0301,52.383324359179994,125.558661055168443
,1280,,No,UNIVERSITY,1280,,ESTI Bathroom (Parker's Privy),1996,01,,College Station,77843,ESTI Bathroom (Parker's Privy) |  | 1280,28.195375313992844,44.864722003440441
,0303,,No,UNIVERSITY,0303,,ESTI Pump Operations Building,1976,01,1595 Nuclear Science Rd,College Station,77843,ESTI Pump Operations Building |  | 0303,52.251901001955574,167.203017160150154
,0304,,No,UNIVERSITY,0304,,ESTI Pump Operations Building,1976,01,1595 Nuclear Science Rd,College Station,77843,ESTI Pump Operations Building |  | 0304,51.703361757567819,163.663585969190223
,1368,,No,UNIVERSITY,1368,,ESTI Vendor Store,2002,01,1561 Methner St,College Station,77843,ESTI Vendor Store |  | 1368,48.422169200775642,122.031923000924706
,1366,,No,UNIVERSITY,1366,,ESTI Industrial Classrooms A&B,2002,01,1583 Methner St,College Station,77843,ESTI Industrial Classrooms A&B |  | 1366,48.500064652432734,121.250163929843225
,1353,,No,UNIVERSITY,1353,,ESTI Industrial Classrooms A&B,2001,01,1605 Methner St,College Station,77843,ESTI Industrial Classrooms A&B |  | 1353,48.500064669178400,121.250164045532102
,0687,,No,UNIVERSITY,0687,,ESTI Industrial Classroom,1975,01,1595 Nuclear Science Rd,College Station,77843,ESTI Industrial Classroom |  | 0687,52.448481216250833,150.682241023291283
,0348,,No,UNIVERSITY,0348,,ESTI Pump/Vehicle Maintenance,1985,02,1627 Methner St,College Station,77843,ESTI Pump/Vehicle Maintenance |  | 0348,71.484385008986067,319.057636001866285
,1354,,No,UNIVERSITY,1354,,ESTI Industrial Office,2001,01,1858 Simmons St,College Station,77843,ESTI Industrial Office |  | 1354,52.247868280630840,140.449200503723972
,1283,,No,UNIVERSITY,1283,,ESTI Industrial Bunker Gear Drying Building,1998,01,1850 Simmons St,College Station,77843,ESTI Industrial Bunker Gear Drying Building |  | 1283,39.496743635055552,91.932622881899988
,1355,,No,UNIVERSITY,1355,,ESTI Industrial Classrooms A&B,2001,01,,College Station,77843,ESTI Industrial Classrooms A&B |  | 1355,51.362374748029083,132.827158979585420
,0315,,No,UNIVERSITY,0315,,ESTI Pump Maintence Building,1976,01,1595 Nuclear Science Rd,College Station,77843,ESTI Pump Maintence Building |  | 0315,43.389942020110631,114.787631008056053
,1356,,No,UNIVERSITY,1356,,ESTI Industrial Office,2001,01,1866 Simmons St,College Station,77843,ESTI Industrial Office |  | 1356,52.307556223646806,140.512814992004479
,1352,,No,UNIVERSITY,1352,,ESTI Bathroom (Industrial Area),2000,01,,College Station,77843,ESTI Bathroom (Industrial Area) |  | 1352,28.254614953867161,43.402371731694750
,1357,,No,UNIVERSITY,1357,,ESTI Industrial Classrooms A&B,2001,01,,College Station,77843,ESTI Industrial Classrooms A&B |  | 1357,51.939043869021347,139.352730030645120
,1144,,No,UNIVERSITY,1144,,ESTI Industrial Classroom,1976,02,1874 Simmons St,College Station,77843,ESTI Industrial Classroom |  | 1144,78.514540218100407,312.255136980546752
,9787,,No,UNIVERSITY,9787,,ESTI PROCESS UNIT FIRES (NEW),,,,College Station,77843,ESTI PROCESS UNIT FIRES (NEW) |  | 9787,26.803000329765442,44.541648015691010
,0334,,No,UNIVERSITY,0334,,ESTI Pipe Rack Fires,,,,College Station,77843,ESTI Pipe Rack Fires |  | 0334,24.228704967583923,36.685587025446182
,0326,,No,UNIVERSITY,0326,,ESTI Pump Alley Fires,,,,College Station,77843,ESTI Pump Alley Fires |  | 0326,25.366143109930491,40.144542998022928
,1264,,Yes,HANGER PVT,1264,,TAC Realty Hanger,2003,02,2600 Nuclear Science Rd,College Station,77843,TAC Realty Hanger |  | 1264,259.225328640292616,2475.764356979539116
, ,,No,UNIVERSITY,,,,,,,,, |  | ,25.366143104670641,40.144542981383921
,0335,,No,UNIVERSITY,0335,,ESTI Process Unit Fires,,,,College Station,77843,ESTI Process Unit Fires |  | 0335,25.965296867312681,42.018991984455468
, ,,No,UNIVERSITY,,,,,,,,, |  | ,25.366143105265131,40.144542984665904
,0327,,No,UNIVERSITY,0327,,ESTI Loading Terminal Fires,,,,College Station,77843,ESTI Loading Terminal Fires |  | 0327,25.722952013526093,41.271615016686027
, ,,No,UNIVERSITY,,,,,,,,, |  | ,11.426513627631172,8.159711995060846
,0328,,No,UNIVERSITY,0328,,ESTI API Storage Tank Fires,,,,College Station,77843,ESTI API Storage Tank Fires |  | 0328,25.714011328224640,41.259290002013600
,0720,,No,UNIVERSITY,0720,,ESTI Chemical Complex Fires,,,,College Station,77843,ESTI Chemical Complex Fires |  | 0720,25.773236271405651,41.426358988707122
,0320,,No,UNIVERSITY,0320,,ESTI Sprinkler Systems,1979,01,1595 Nuclear Science Rd,College Station,77843,ESTI Sprinkler Systems |  | 0320,43.669861217984284,118.495774032194390
,0347,,No,UNIVERSITY,0347,,ESTI Annual School/Extension Offices/Gym,2007,02,1617 Nuclear Science Rd,College Station,77843,ESTI Annual School/Extension Offices/Gym |  | 0347,83.296721601211829,428.585244593659468
, ,,No,UNIVERSITY,,,,,,,,, |  | ,19.637743518378038,21.600695994312407
,0139,,No,UNIVERSITY,0139,,ESTI Private Sector Office,1991,01,1595 Nuclear Science Rd,College Station,77843,ESTI Private Sector Office |  | 0139,44.111017816650431,120.186695031134704
,0312,,No,UNIVERSITY,0312,,ESTI Rail Tank Car Loading Rack Fires,,,,College Station,77843,ESTI Rail Tank Car Loading Rack Fires |  | 0312,26.151449751257271,42.643852499089242
,1096,,No,UNIVERSITY,1096,,Gamma Radiation Lab,1961,01,2272 Reactor Dr,College Station,77843,Gamma Radiation Lab |  | 1096,73.294882755735969,136.566121489083741
,0721,,No,UNIVERSITY,0721,,ESTI Warehouse Fires,1976,01,,College Station,77843,ESTI Warehouse Fires |  | 0721,51.826382894029628,115.545798477807594
,0329,,No,UNIVERSITY,0329,,ESTI Tank & Dike Fires,,,,College Station,77843,ESTI Tank & Dike Fires |  | 0329,25.837590151015792,41.633168026228965
,0323,,No,UNIVERSITY,0323,,ESTI Hay Barn,1976,01,1595 Nuclear Science Rd,College Station,77843,ESTI Hay Barn |  | 0323,41.524715676717250,107.760017474118698
,1171,,No,UNIVERSITY,1171,,Radioactive Waste Building,1985,01,2528 Nuclear Science Rd,College Station,77843,Radioactive Waste Building |  | 1171,56.161904453346658,195.167268022245878
,0324,,No,UNIVERSITY,0324,,ESTI Wood Storage,1976,01,1595 Nuclear Science Rd,College Station,77843,ESTI Wood Storage |  | 0324,41.524715684657217,107.760017514925522
,1322,,No,UNIVERSITY,1322,,ESTI Apartment Complex Fires,,,,College Station,77843,ESTI Apartment Complex Fires |  | 1322,27.307239643549348,46.441891996300768
, ,,No,UNIVERSITY,,,,,,,,, |  | ,65.550040731578846,212.262686056964071
,1296,,No,UNIVERSITY,1296,,Easterwood Maintenance Support Facility,2001,01,1809 George Bush Dr W,College Station,77843,Easterwood Maintenance Support Facility |  | 1296,55.616993852678419,174.172452061812919
, ,,No,UNIVERSITY,,,,,,,,, |  | ,18.760293321430801,19.207538014120132
, ,,No,UNIVERSITY,,,,,,,,, |  | ,11.639254955450195,8.437414002728522
, ,,No,UNIVERSITY,,,,,,,,, |  | ,27.200727662675767,42.932450509993629
, ,,No,UNIVERSITY,,,,,,,,, |  | ,14.724526899166637,13.179023979410738
, ,,No,UNIVERSITY,,,,,,,,, |  | ,14.455972425532046,13.057236005506978
, ,,No,UNIVERSITY,,,,,,,,, |  | ,10.624416946283290,6.708539489898786
, ,,No,UNIVERSITY,,,,,,,,, |  | ,22.010024542442885,30.272707972650050
, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.707843675011205,32.748122978042488
, ,,No,UNIVERSITY,,,,,,,,, |  | ,49.066815516198155,139.095521971613039
, ,,No,UNIVERSITY,,,,,,,,, |  | ,17.863811831877463,19.911484499363482
, ,,No,UNIVERSITY,,,,,,,,, |  | ,18.647461451509706,8.052688488722010
, ,,No,UNIVERSITY,,,,,,,,, |  | ,11.190460324758044,7.488405500417918
, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.018820419402342,39.987765924571924
, ,,No,UNIVERSITY,,,,,,,,, |  | ,14.763705714797922,13.621526069864712
, ,,No,UNIVERSITY,,,,,,,,, |  | ,7.223700285760976,3.258721000512034
, ,,No,UNIVERSITY,,,,,,,,, |  | ,28.265157583148508,42.695191016146552
, ,,No,UNIVERSITY,,,,,,,,, |  | ,7.063287288703669,3.118104006508648
,1271,,No,ACADEMIC,1271,,"Nat'l Aerothermochemistry Lab, Bldg 2",2008,01,1753 Geroge Bush Dr W,College Station,77843,"Nat'l Aerothermochemistry Lab, Bldg 2 |  | 1271",77.695151164747443,340.270813041688598
,1268,,No,ACADEMIC,1268,,"Nat'l Aerothermochemistry Lab, Bldg 1",2005,01,1737 George Bush Dr W,College Station,77843,"Nat'l Aerothermochemistry Lab, Bldg 1 |  | 1268",76.328053964654472,221.073110857645730
,1382,,No,UNIVERSITY,1382,,Rescue/Disaster City Warehouse,2007,01,,College Station,77843,Rescue/Disaster City Warehouse |  | 1382,93.184796038561672,469.058020126227234
,1381,,No,UNIVERSITY,1381,,ESTI Passanger Train (7 Cars),,,,College Station,77843,ESTI Passanger Train (7 Cars) |  | 1381,354.718477926729975,492.482332959080850
,1349,,No,UNIVERSITY,1349,,ESTI Rescue/Disaster City Canine Support,2006,01,,College Station,77843,ESTI Rescue/Disaster City Canine Support |  | 1349,52.622938027988667,139.116274851108074
, ,,No,UNIVERSITY,,,,,,,,, |  | ,43.314174669312862,102.346384775852613
, ,,No,UNIVERSITY,,,,,,,,, |  | ,15.426604244216865,11.273437358274379
, ,,No,UNIVERSITY,,,,,,,,, |  | ,30.571077004200728,33.960952730695752
, ,,No,UNIVERSITY,,,,,,,,, |  | ,35.530605619682781,38.350182201444234
, ,,No,UNIVERSITY,,,,,,,,, |  | ,37.436539604443738,43.810366722785623
, ,,No,UNIVERSITY,,,,,,,,, |  | ,37.876298148988013,46.019637924930230
, ,,No,UNIVERSITY,,,,,,,,, |  | ,34.638866888818008,37.860208113886287
, ,,No,UNIVERSITY,,,,,,,,, |  | ,38.142588552703366,37.188918011850426
, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.606998718731269,25.816795530264578
, ,,No,UNIVERSITY,,,,,,,,, |  | ,27.403936120228124,27.689907411552674
, ,,No,UNIVERSITY,,,,,,,,, |  | ,42.636603123452815,40.378671567926808
, ,,No,UNIVERSITY,,,,,,,,, |  | ,27.282952351899603,24.952667019071590
, ,,No,UNIVERSITY,,,,,,,,, |  | ,22.567546274643131,21.531490326515012
, ,,No,UNIVERSITY,,,,,,,,, |  | ,16.752056226025733,13.901424843958292
, ,,No,UNIVERSITY,,,,,,,,, |  | ,33.869863615676934,32.341028198502755
, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.725948995454630,23.099041305962082
, ,,No,UNIVERSITY,,,,,,,,, |  | ,27.960328553230120,29.829104252058801
, ,,No,UNIVERSITY,,,,,,,,, |  | ,30.517946238573160,34.164305579027840
, ,,No,UNIVERSITY,,,,,,,,, |  | ,28.905447613598966,27.154952185790922
, ,,No,UNIVERSITY,,,,,,,,, |  | ,26.952887549651653,21.056390268026412
, ,,No,UNIVERSITY,,,,,,,,, |  | ,24.973407383289086,24.029659435718319
, ,,No,UNIVERSITY,,,,,,,,, |  | ,28.782789347180735,27.434006141252748
,3410,4HHQ,No,UNIVERSITY,3410,4HHQ,AgriLife Extension 4-H State Headquarters,2010,02,4180 SH 6 S,College Station,77843,AgriLife Extension 4-H State Headquarters | 4HHQ | 3410,181.707487961843441,928.441702937233231
,1239,OBSV,No,UNIVERSITY,1239,OBSV,Physics Teaching Observatory,2003,02,2788 Nuclear Science Rd,College Station,77843,Physics Teaching Observatory | OBSV | 1239,69.761056589363164,261.135317467902439
,1345,,No,UNIVERSITY,1345,,ESTI H. D. Smith Operations Complex,2007,02,1595 Nuclear Science Rd,College Station,77843,ESTI H. D. Smith Operations Complex |  | 1345,167.664408119237493,1667.163438408102365
,1238,OBSR,No,UNIVERSITY,1238,OBSR,Robotic Observatory,2003,01,2790 Nuclear Science Rd,College Station,77843,Robotic Observatory | OBSR | 1238,23.025885031586224,30.258920273475272
,4055,TPES,No,UNIVERSITY,4055,TPES,WWTP Equipment Storage Building,1994,01,,College Station,77843,WWTP Equipment Storage Building | TPES | 4055,55.451791141513283,190.113872929738648
